pk,jsondata,key,description,sentence_pk,source_pk,version
975,,708,354,1643,633,1
976,,1178,626,1644,984,1
977,,8,,1649,7,1
978,,8,,1650,7,1
979,,522,,1652,464,1
980,,789,199,1653,708,1
981,,789,70,1654,708,1
982,,522,,1655,464,1
983,,789,71,1656,708,1
984,,789,103,1657,708,1
985,,789,310,1658,708,1
986,,1357,69,1659,1138,1
987,,1357,68,1660,1138,1
988,,1527,34,1661,1285,1
989,,1357,149,1662,1138,1
990,,1062,18,1663,961,1
991,,1062,18,1664,961,1
992,,1539,17,1665,1293,1
993,,568,145,1666,504,1
994,,568,145,1667,504,1
995,,1281,134 (line 304),1668,1072,1
996,,1281,134 (line 299),1669,1072,1
997,,1244,96,1674,1039,1
998,,439,237,1676,402,1
999,,439,237,1677,402,1
1000,,439,237,1678,402,1
1001,,1054,,1683,953,1
1002,,1054,,1684,953,1
1003,,1500,276,1687,1262,1
1004,,1500,286,1688,1262,1
1005,,1500,282,1689,1262,1
1006,,576,85,1690,510,1
1007,,686,81,1691,614,1
1008,,656,188,1693,589,1
1009,,462,15,1695,419,1
1010,,462,15,1696,419,1
1011,,125,9,1697,113,1
1012,,125,9,1698,113,1
1013,,1634,269,1699,1368,1
1014,,1634,269,1700,1368,1
1015,,1489,VI.1,1701,1253,1
1016,,1489,IV.73,1702,1253,1
1017,,1489,VI.8,1703,1253,1
1018,,529,91,1704,470,1
1019,,529,91,1705,470,1
1020,,942,,1708,846,1
1021,,942,,1709,846,1
1022,,942,,1710,846,1
1023,,1333,98,1719,1115,1
1024,,1332,65,1720,1114,1
1025,,41,,1721,39,1
1026,,40,,1722,38,1
1027,,1545,180,1723,1298,1
1028,,355,21,1724,323,1
1029,,737,40,1725,661,1
1030,,737,41,1726,661,1
1031,,737,42,1727,661,1
1032,,737,44,1728,661,1
1033,,737,44,1729,661,1
1034,,1407,71,1732,1175,1
1035,,1407,41,1733,1175,1
1036,,1407,111,1734,1175,1
1037,,1407,27/28,1735,1175,1
1038,,784,s.v. karterista,1736,703,1
1039,,452,,1737,412,1
1040,,887,,1739,793,1
1041,,403,13,1743,368,1
1042,,403,13,1744,368,1
1043,,901,138,1755,807,1
1044,,905,146,1756,811,1
1045,,1236,191-204,1757,1032,1
1046,,1236,191-204,1759,1032,1
1047,,221,203,1760,203,1
1048,,221,202,1761,203,1
1049,,218,,1762,201,1
1050,,1416,5062,1765,1184,1
1051,,1416,5068,1766,1184,1
1052,,1416,4925,1767,1184,1
1053,,122,189,1768,110,1
1054,,122,189,1769,110,1
1055,,122,188-9,1770,110,1
1056,,906,96,1771,812,1
1057,,906,96,1772,812,1
1058,,1084,79,1774,979,1
1059,,752,321,1776,676,1
1060,,898,366,1777,804,1
1061,,371,39,1780,336,1
1062,,371,50,1781,336,1
1063,,371,51,1783,336,1
1064,,371,50,1784,336,1
1065,,1048,334,1793,949,1
1066,,1048,336,1794,949,1
1067,,110,54,1795,98,1
1068,,236,363,1796,218,1
1069,,760,,1799,683,1
1070,,158,174,1802,144,1
1071,,158,,1803,144,1
1072,,423,197,1809,388,1
1073,,1453,,1810,1221,1
1074,,1326,,1813,1111,1
1075,,1326,,1817,1111,1
1076,,1273,,1818,1064,1
1077,,1273,,1819,1064,1
1078,,650,7,1820,583,1
1079,,857,379,1823,771,1
1080,,622,82,1824,556,1
1081,,874,120,1825,785,1
1082,,874,110,1827,785,1
1083,,874,111,1829,785,1
1084,,458,12,1830,415,1
1085,,141,5,1831,128,1
1086,,895,36,1832,801,1
1087,,671,167,1833,600,1
1088,,708,142,1837,633,1
1089,,708,141,1838,633,1
1090,,1528,267,1839,1286,1
1091,,920,366,1847,825,1
1092,,675,14,1850,603,1
1093,,789,88,1851,708,1
1094,,522,,1852,464,1
1095,,1442,230,1853,1210,1
1096,,1442,226,1854,1210,1
1097,,1442,230,1855,1210,1
1098,,1442,226,1856,1210,1
1099,,1604,282,1857,1356,1
1100,,1062,22,1858,961,1
1101,,568,233,1861,504,1
1102,,1271,,1862,1062,1
1103,,1281,160 (line 515 - 6),1863,1072,1
1104,,1281,160 (line 495),1864,1072,1
1105,,1244,86,1866,1039,1
1106,,429,,1872,393,1
1107,,432,41,1873,395,1
1108,,432,50,1874,395,1
1109,,1054,,1878,953,1
1110,,1054,,1879,953,1
1111,,357,3,1884,325,1
1112,,357,3,1885,325,1
1113,,656,197,1888,589,1
1114,,352,93,1890,320,1
1115,,1481,767,1892,1245,1
1116,,350,272,1893,318,1
1117,,948,236,1894,852,1
1118,,942,,1895,846,1
1119,,942,,1896,846,1
1120,,128,5,1899,116,1
1121,,1545,47,1903,1298,1
1122,,355,11,1904,323,1
1123,,737,649,1905,661,1
1124,,737,172,1906,661,1
1125,,737,170,1907,661,1
1126,,1407,157/351,1909,1175,1
1127,,1407,102,1910,1175,1
1128,,786,,1911,705,1
1129,,663,,1912,596,1
1130,,663,,1913,596,1
1131,,57,,1914,53,1
1132,,61,,1915,57,1
1133,,1456,,1916,1224,1
1134,,901,59,1920,807,1
1135,,218,,1923,201,1
1136,,218,,1924,201,1
1137,,1416,1372,1927,1184,1
1138,,1416,passim,1928,1184,1
1139,,1416,5280,1929,1184,1
1140,,1416,5330,1930,1184,1
1141,,122,53,1931,110,1
1142,,122,53,1932,110,1
1143,,906,49,1933,812,1
1144,,906,50,1934,812,1
1145,,426,179,1937,391,1
1146,,835,77,1938,752,1
1147,,751,206,1940,675,1
1148,,469,146,1943,426,1
1149,,1048,172,1946,949,1
1150,,1048,172,1947,949,1
1151,,110,13,1948,98,1
1152,,110,43,1949,98,1
1153,,1273,,1957,1064,1
1154,,1273,,1958,1064,1
1155,,1273,,1959,1064,1
1156,,856,82,1962,770,1
1157,,856,37,1963,770,1
1158,,874,236,1964,785,1
1159,,1195,236,1966,1001,1
1160,,60,32,1967,56,1
1161,,708,73,1968,633,1
1162,,708,354,1969,633,1
1163,,1178,406,1970,984,1
1164,,583,,1975,517,1
1165,,583,,1976,517,1
1166,,1038,394,1977,941,1
1167,,558,95,1978,495,1
1168,,557,95,1979,494,1
1169,,595,46,1980,529,1
1170,,522,,1981,464,1
1171,,789,126,1982,708,1
1172,,522,,1983,464,1
1173,,522,,1984,464,1
1174,,522,,1985,464,1
1175,,522,,1986,464,1
1176,,1442,225,1987,1210,1
1177,,1244,113,1988,1039,1
1178,,113,68,1990,101,1
1179,,113,118,1991,101,1
1180,,1054,,1992,953,1
1181,,1634,184,1995,1368,1
1182,,1634,184,1996,1368,1
1183,,942,,2002,846,1
1184,,942,,2003,846,1
1185,,942,,2004,846,1
1186,,942,,2005,846,1
1187,,942,,2006,846,1
1188,,942,,2007,846,1
1189,,1332,65,2019,1114,1
1190,,1332,63,2020,1114,1
1191,,737,176,2021,661,1
1192,,270,,2022,242,1
1193,,270,,2023,242,1
1194,,1416,5551,2026,1184,1
1195,,835,74,2029,752,1
1196,,471,225,2032,428,1
1197,,708,73,2037,633,1
1198,,708,"73,74",2038,633,1
1199,,8,,2043,7,1
1200,,8,,2044,7,1
1201,,8,,2045,7,1
1202,,1442,221,2046,1210,1
1203,,1357,120,2047,1138,1
1204,,1357,61,2048,1138,1
1205,,1587,164,2049,1339,1
1206,,1587,,2050,1339,1
1207,,354,359,2051,322,1
1208,,1281,164 (line 566),2053,1072,1
1209,,1594,948,2054,1346,1
1210,,432,42,2058,395,1
1211,,113,119,2059,101,1
1212,,1054,,2060,953,1
1213,,1500,227,2062,1262,1
1214,,63,439,2067,59,1
1215,,1488,8,2068,1252,1
1216,,1634,395,2069,1368,1
1217,,1489,VI.76,2070,1253,1
1218,,942,,2074,846,1
1219,,1332,81,2081,1114,1
1220,,355,14,2082,323,1
1221,,737,590,2083,661,1
1222,,737,176,2084,661,1
1223,,1407,31,2086,1175,1
1224,,1407,160,2087,1175,1
1225,,57,,2089,53,1
1226,,1456,,2090,1224,1
1227,,901,59,2094,807,1
1228,,221,206,2097,203,1
1229,,218,,2098,201,1
1230,,122,53,2100,110,1
1231,,906,86,2101,812,1
1232,,752,317,2106,676,1
1233,,471,218,2108,428,1
1234,,473,"Vol. 6, p. 37",2109,430,1
1235,,1048,166,2113,949,1
1236,,229,43,2114,211,1
1237,,1273,,2122,1064,1
1238,,988,195,2124,891,1
1239,,856,44,2125,770,1
1240,,874,192,2126,785,1
1241,,707,182,2127,632,1
1242,,1195,228,2128,1001,1
1243,,708,73; 198,2131,633,1
1244,,1178,406,2132,984,1
1245,,8,,2137,7,1
1246,,8,,2138,7,1
1247,,1038,394,2139,941,1
1248,,595,13,2140,529,1
1249,,789,156,2141,708,1
1250,,789,205,2142,708,1
1251,,1539,30,2144,1293,1
1252,,1431,48,2147,1199,1
1253,,1054,,2152,953,1
1254,,1500,227,2159,1262,1
1255,,1500,227,2160,1262,1
1256,,1500,227,2161,1262,1
1257,,125,9,2163,113,1
1258,,1634,179,2164,1368,1
1259,,1489,,2165,1253,1
1260,,1332,65,2174,1114,1
1261,,1545,119,2179,1298,1
1262,,1545,57,2180,1298,1
1263,,1545,50,2181,1298,1
1264,,355,"86, 95, 99",2182,323,1
1265,,737,169,2183,661,1
1266,,784,s.v.,2185,703,1
1267,,106,48,2186,95,1
1268,,1456,,2187,1224,1
1269,,901,59,2190,807,1
1270,,221,129,2194,203,1
1271,,221,129,2195,203,1
1272,,221,129,2196,203,1
1273,,221,129,2197,203,1
1274,,221,129,2198,203,1
1275,,221,129,2199,203,1
1276,,265,"103, 106, 108",2200,239,1
1277,,1416,passim,2201,1184,1
1278,,122,53,2202,110,1
1279,,906,49,2203,812,1
1280,,1414,49,2204,1182,1
1281,,835,73,2205,752,1
1282,,555,12,2206,492,1
1283,,473,"vol. 6, p. 40",2208,430,1
1284,,367,117,2209,334,1
1285,,1048,166,2213,949,1
1286,,110,31,2214,98,1
1287,,110,36,2215,98,1
1288,,229,89,2216,211,1
1289,,423,135-142,2219,388,1
1290,,1320,148,2221,1106,1
1291,,1273,,2224,1064,1
1292,,874,101,2227,785,1
1293,,1195,165,2228,1001,1
1294,,671,167,2229,600,1
1295,,1045,246-248,2230,946,1
1296,,1178,406,2233,984,1
1297,,789,28,2240,708,1
1298,,522,,2241,464,1
1299,,789,186,2242,708,1
1300,,789,186,2243,708,1
1301,,522,,2244,464,1
1302,,1527,101,2245,1285,1
1303,,1357,65,2246,1138,1
1304,,1357,65,2247,1138,1
1305,,1527,47,2248,1285,1
1306,,625,121,2249,559,1
1307,,1357,119,2250,1138,1
1308,,1355,264,2251,1136,1
1309,,1527,30,2252,1285,1
1310,,1357,64,2253,1138,1
1311,,1355,61,2254,1136,1
1312,,1527,95,2255,1285,1
1313,,1539,35,2256,1293,1
1314,,568,104,2261,504,1
1315,,429,,2271,393,1
1316,,1054,,2274,953,1
1317,,1054,,2275,953,1
1318,,634,213,2276,568,1
1319,,1500,260,2277,1262,1
1320,,1500,262,2278,1262,1
1321,,656,197,2282,589,1
1322,,656,199,2283,589,1
1323,,1653,I.284,2289,1383,1
1324,,1568,58,2290,1320,1
1325,,1332,61,2298,1114,1
1326,,1332,61,2299,1114,1
1327,,1332,61,2300,1114,1
1328,,1332,61,2305,1114,1
1329,,355,29,2307,323,1
1330,,737,662,2308,661,1
1331,,786,,2310,705,1
1332,,786,,2311,705,1
1333,,786,,2312,705,1
1334,,690,,2313,617,1
1335,,690,,2314,617,1
1336,,690,,2315,617,1
1337,,1456,,2316,1224,1
1338,,1456,,2317,1224,1
1339,,593,21-29,2325,527,1
1340,,593,21-29,2326,527,1
1341,,901,63,2327,807,1
1342,,905,56,2331,811,1
1343,,905,56,2332,811,1
1344,,905,57,2334,811,1
1345,,221,151,2340,203,1
1346,,218,,2341,201,1
1347,,122,53,2343,110,1
1348,,122,150-160,2344,110,1
1349,,751,206,2348,675,1
1350,,471,230,2353,428,1
1351,,471,231,2354,428,1
1352,,371,12,2355,336,1
1353,,469,145,2356,426,1
1354,,381,22,2357,346,1
1355,,206,10,2358,189,1
1356,,1505,502,2359,1265,1
1357,,1211,,2364,1010,1
1358,,1211,,2365,1010,1
1359,,1048,166,2366,949,1
1360,,1048,172,2367,949,1
1361,,1048,135,2368,949,1
1362,,1048,237,2369,949,1
1363,,110,18,2372,98,1
1364,,760,,2374,683,1
1365,,955,201,2375,859,1
1366,,955,201,2376,859,1
1367,,955,65,2377,859,1
1368,,158,,2379,144,1
1369,,423,140,2380,388,1
1370,,423,135-138,2381,388,1
1371,,1320,156,2386,1106,1
1372,,1273,,2392,1064,1
1373,,1273,,2393,1064,1
1374,,857,171,2396,771,1
1375,,857,172,2397,771,1
1376,,874,147,2399,785,1
1377,,874,148,2400,785,1
1378,,60,22,2403,56,1
1379,,1195,237,2404,1001,1
1380,,708,"73, 74",2406,633,1
1381,,708,358,2407,633,1
1382,,1528,161,2409,1286,1
1383,,1528,231,2410,1286,1
1384,,1178,406,2411,984,1
1385,,1178,406,2412,984,1
1386,,1178,406,2413,984,1
1387,,1178,406,2414,984,1
1388,,1178,406,2415,984,1
1389,,8,,2419,7,1
1390,,920,307,2420,825,1
1391,,583,,2421,517,1
1392,,675,41-42,2429,603,1
1393,,522,,2430,464,1
1394,,1442,222,2431,1210,1
1395,,1442,231,2432,1210,1
1396,,1442,224,2433,1210,1
1397,,1442,225,2434,1210,1
1398,,1442,225,2435,1210,1
1399,,1442,221,2436,1210,1
1400,,1527,93,2437,1285,1
1401,,1357,8,2438,1138,1
1402,,1587,,2439,1339,1
1403,,432,34,2446,395,1
1404,,429,,2447,393,1
1405,,1054,,2450,953,1
1406,,1500,227,2453,1262,1
1407,,576,77,2454,510,1
1408,,1634,179,2457,1368,1
1409,,942,,2458,846,1
1410,,1723,237,2459,1414,1
1411,,355,58,2461,323,1
1412,,1226,39-40,2463,1023,1
1413,,786,,2465,705,1
1414,,784,s.v. bádju,2466,703,1
1415,,663,,2467,596,1
1416,,663,,2468,596,1
1417,,901,62,2476,807,1
1418,,901,62,2477,807,1
1419,,905,58,2478,811,1
1420,,221,147,2479,203,1
1421,,218,,2480,201,1
1422,,265,"103, 106, 108",2481,239,1
1423,,265,"103, 106, 108",2482,239,1
1424,,1416,5567,2483,1184,1
1425,,1416,4061,2484,1184,1
1426,,1416,2818,2485,1184,1
1427,,122,53,2486,110,1
1428,,426,14,2489,391,1
1429,,426,183,2490,391,1
1430,,426,186,2491,391,1
1431,,898,394,2497,804,1
1432,,694,292,2498,621,1
1433,,151,64,2499,138,1
1434,,1462,131,2502,1230,1
1435,,1048,169,2507,949,1
1436,,110,56,2508,98,1
1437,,229,44,2509,211,1
1438,,770,,2511,692,1
1439,,1326,,2513,1111,1
1440,,1320,140,2515,1106,1
1441,,1273,,2516,1064,1
1442,,1495,,2517,1258,1
1443,,671,167,2519,600,1
1444,,708,74,2521,633,1
1445,,708,363,2522,633,1
1446,,1528,276,2523,1286,1
1447,,557,95,2524,494,1
1448,,557,95,2525,494,1
1449,,1033,58,2526,936,1
1450,,1527,23,2527,1285,1
1451,,183,145,2528,167,1
1452,,625,122,2529,559,1
1453,,625,122,2530,559,1
1454,,1527,70,2531,1285,1
1455,,1576,91,2532,1328,1
1456,,1587,,2533,1339,1
1457,,1587,,2534,1339,1
1458,,1587,,2535,1339,1
1459,,1587,,2536,1339,1
1460,,1587,,2537,1339,1
1461,,354,,2538,322,1
1462,,661,20,2539,594,1
1463,,1431,61,2544,1199,1
1464,,1244,111,2546,1039,1
1465,,1244,96,2547,1039,1
1466,,1244,111,2548,1039,1
1467,,439,237,2555,402,1
1468,,438,,2556,401,1
1469,,432,35,2557,395,1
1470,,429,,2558,393,1
1471,,113,57,2560,101,1
1472,,1054,,2564,953,1
1473,,1054,,2568,953,1
1474,,1054,,2569,953,1
1475,,634,218,2570,568,1
1476,,357,78,2574,325,1
1477,,1500,261,2575,1262,1
1478,,1500,281,2576,1262,1
1479,,357,21,2577,325,1
1480,,357,90,2578,325,1
1481,,576,85,2580,510,1
1482,,576,85,2581,510,1
1483,,686,,2583,614,1
1484,,656,178,2587,589,1
1485,,462,11-21,2588,419,1
1486,,462,11-21,2589,419,1
1487,,462,11-21,2590,419,1
1488,,125,9,2591,113,1
1489,,125,9,2592,113,1
1490,,125,9,2593,113,1
1491,,125,0,2594,113,1
1492,,125,9,2595,113,1
1493,,1489,IV.33,2600,1253,1
1494,,1489,IV.39,2601,1253,1
1495,,1489,VI.55,2602,1253,1
1496,,1489,VI.26,2603,1253,1
1497,,1489,IV.42,2604,1253,1
1498,,389,301,2605,354,1
1499,,389,301,2606,354,1
1500,,1310,II.223,2607,1099,1
1501,,1650,331,2608,1380,1
1502,,389,301,2609,354,1
1503,,389,301,2610,354,1
1504,,613,374,2611,547,1
1505,,255,,2612,230,1
1506,,42,433,2613,40,1
1507,,1070,169,2614,966,1
1508,,584,Morobe F12,2616,518,1
1509,,584,Manus M18,2617,518,1
1510,,942,,2619,846,1
1511,,942,,2620,846,1
1512,,1333,98,2625,1115,1
1513,,1332,9,2627,1114,1
1514,,1545,58,2629,1298,1
1515,,1545,102,2630,1298,1
1516,,355,53,2633,323,1
1517,,355,66,2634,323,1
1518,,355,71,2635,323,1
1519,,872,43,2636,783,1
1520,,737,36f,2637,661,1
1521,,784,"s.v. luxa,  fase",2639,703,1
1522,,786,,2640,705,1
1523,,784,s.v. undi,2641,703,1
1524,,784,s.v. módi,2642,703,1
1525,,106,,2643,95,1
1526,,57,,2646,53,1
1527,,886,,2647,792,1
1528,,1456,,2651,1224,1
1529,,1456,,2652,1224,1
1530,,1456,,2653,1224,1
1531,,901,138,2669,807,1
1532,,901,138,2670,807,1
1533,,905,146,2671,811,1
1534,,905,146,2674,811,1
1535,,221,173,2679,203,1
1536,,218,,2680,201,1
1537,,221,217,2681,203,1
1538,,265,179,2682,239,1
1539,,265,,2685,239,1
1540,,1416,3863,2686,1184,1
1541,,1416,3180,2687,1184,1
1542,,122,189,2688,110,1
1543,,122,189,2689,110,1
1544,,122,189,2690,110,1
1545,,906,144,2691,812,1
1546,,906,74,2692,812,1
1547,,906,51,2693,812,1
1548,,426,200,2699,391,1
1549,,426,151,2701,391,1
1550,,426,151,2702,391,1
1551,,731,36,2707,655,1
1552,,371,54,2712,336,1
1553,,371,53,2713,336,1
1554,,371,53,2714,336,1
1555,,473,"vol. 6, p. 48",2715,430,1
1556,,473,"vol. 6, p. 56",2716,430,1
1557,,487,,2725,442,1
1558,,487,,2726,442,1
1559,,487,,2728,442,1
1560,,1048,336,2729,949,1
1561,,1048,334,2730,949,1
1562,,1048,337,2731,949,1
1563,,1048,336,2732,949,1
1564,,722,330,2733,646,1
1565,,722,331,2734,646,1
1566,,722,331,2735,646,1
1567,,110,39,2736,98,1
1568,,214,30,2737,197,1
1569,,110,26,2738,98,1
1570,,229,53,2739,211,1
1571,,955,182,2744,859,1
1572,,158,168,2746,144,1
1573,,158,168,2747,144,1
1574,,423,198,2752,388,1
1575,,1320,217,2756,1106,1
1576,,1326,,2758,1111,1
1577,,1326,,2759,1111,1
1578,,1273,,2760,1064,1
1579,,1273,,2761,1064,1
1580,,1273,,2762,1064,1
1581,,1273,,2763,1064,1
1582,,650,7,2764,583,1
1583,,988,121,2768,891,1
1584,,857,379,2769,771,1
1585,,857,379,2770,771,1
1586,,857,379,2771,771,1
1587,,857,380,2772,771,1
1588,,1491,434,2773,1255,1
1589,,874,121,2774,785,1
1590,,60,22,2775,56,1
1591,,1045,247,2776,946,1
1592,,708,142; 422,2780,633,1
1593,,708,140,2781,633,1
1594,,1178,404,2784,984,1
1595,,1178,404,2785,984,1
1596,,1178,404,2786,984,1
1597,,1178,404,2787,984,1
1598,,920,366,2796,825,1
1599,,8,,2797,7,1
1600,,8,,2798,7,1
1601,,1038,394,2799,941,1
1602,,1038,394,2800,941,1
1603,,1038,394,2801,941,1
1604,,1038,394,2802,941,1
1605,,522,,2805,464,1
1606,,522,,2806,464,1
1607,,522,,2807,464,1
1608,,522,,2808,464,1
1609,,789,101,2809,708,1
1610,,1576,139,2810,1328,1
1611,,1587,,2811,1339,1
1612,,1539,35,2812,1293,1
1613,,1271,,2813,1062,1
1614,,1281,"210, lines 971-972",2814,1072,1
1615,,432,34,2819,395,1
1616,,636,264,2823,569,1
1617,,330,146,2827,302,1
1618,,462,82,2832,419,1
1619,,63,431,2834,59,1
1620,,1634,451,2835,1368,1
1621,,1489,VI.79,2836,1253,1
1622,,584,LaeCity\Paza\mor\f11\momas\morp,2838,518,1
1623,,942,,2840,846,1
1624,,942,,2841,846,1
1625,,40,,2843,38,1
1626,,1026,142,2844,929,1
1627,,737,164,2846,661,1
1628,,784,s.v. ku,2848,703,1
1629,,57,,2849,53,1
1630,,57,,2850,53,1
1631,,1456,,2851,1224,1
1632,,901,62,2855,807,1
1633,,901,63,2856,807,1
1634,,221,147,2858,203,1
1635,,221,28,2859,203,1
1636,,1416,5715,2861,1184,1
1637,,755,,2868,678,1
1638,,1505,55,2871,1265,1
1639,,1048,356,2876,949,1
1640,,1440,65,2877,1208,1
1641,,110,30,2878,98,1
1642,,760,,2880,683,1
1643,,159,49,2882,145,1
1644,,158,266,2883,144,1
1645,,1320,140,2886,1106,1
1646,,1320,140,2887,1106,1
1647,,1320,140,2888,1106,1
1648,,1273,,2889,1064,1
1649,,1195,261,2894,1001,1
1650,,708,359,2896,633,1
1651,,708,376,2897,633,1
1652,,8,,2906,7,1
1653,,1038,387,2907,941,1
1654,,789,167,2909,708,1
1655,,1357,91,2910,1138,1
1656,,1357,"160, 239, 240",2911,1138,1
1657,,1576,102,2912,1328,1
1658,,1357,160,2913,1138,1
1659,,1587,,2914,1339,1
1660,,1587,,2915,1339,1
1661,,354,,2916,322,1
1662,,661,466,2919,594,1
1663,,1244,112,2924,1039,1
1664,,1244,116,2925,1039,1
1665,,1244,113,2926,1039,1
1666,,1244,116,2927,1039,1
1667,,1244,111,2928,1039,1
1668,,1244,111,2929,1039,1
1669,,432,34,2932,395,1
1670,,445,536,2933,408,1
1671,,113,63,2934,101,1
1672,,1054,,2937,953,1
1673,,1054,,2938,953,1
1674,,1500,276,2941,1262,1
1675,,1500,276,2942,1262,1
1676,,656,202,2948,589,1
1677,,656,203,2949,589,1
1678,,462,251-252,2950,419,1
1679,,462,251-252,2951,419,1
1680,,97,,2952,89,1
1681,,97,,2953,89,1
1682,,1489,VI.1,2956,1253,1
1683,,1489,IV.72,2957,1253,1
1684,,584,Morobe F13,2959,518,1
1685,,584,EHP F12,2961,518,1
1686,,942,,2962,846,1
1687,,40,,2968,38,1
1688,,1545,72,2969,1298,1
1689,,1545,114,2970,1298,1
1690,,355,59,2971,323,1
1691,,355,61,2972,323,1
1692,,737,624,2973,661,1
1693,,737,607,2974,661,1
1694,,1226,99,2975,1023,1
1695,,1226,100,2976,1023,1
1696,,784,s.v. algen,2977,703,1
1697,,784,s.v. algun,2978,703,1
1698,,1456,,2981,1224,1
1699,,1456,,2982,1224,1
1700,,901,64,2989,807,1
1701,,901,64,2990,807,1
1702,,221,232,2995,203,1
1703,,1416,1087,2999,1184,1
1704,,1416,5545,3000,1184,1
1705,,1416,1378,3001,1184,1
1706,,1416,1653,3002,1184,1
1707,,122,55,3004,110,1
1708,,122,55,3005,110,1
1709,,906,34,3008,812,1
1710,,906,34,3009,812,1
1711,,906,34,3010,812,1
1712,,426,6,3018,391,1
1713,,242,,3019,224,1
1714,,755,,3020,678,1
1715,,556,105,3021,493,1
1716,,1514,329,3026,1273,1
1717,,1514,329,3027,1273,1
1718,,1514,329,3028,1273,1
1719,,1514,329,3029,1273,1
1720,,1048,183,3035,949,1
1721,,1048,182,3036,949,1
1722,,1048,183,3037,949,1
1723,,1440,76,3039,1208,1
1724,,1440,76,3040,1208,1
1725,,1439,129,3043,1207,1
1726,,1439,s.v.,3044,1207,1
1727,,1439,129,3045,1207,1
1728,,1326,,3051,1111,1
1729,,1320,61,3053,1106,1
1730,,1320,60,3054,1106,1
1731,,1273,,3055,1064,1
1732,,1273,,3056,1064,1
1733,,857,99,3060,771,1
1734,,857,194,3061,771,1
1735,,874,195,3062,785,1
1736,,874,241,3063,785,1
1737,,60,26,3064,56,1
1738,,1195,221,3065,1001,1
1739,,708,78,3068,633,1
1740,,708,78,3069,633,1
1741,,1178,613,3070,984,1
1742,,8,,3076,7,1
1743,,8,,3077,7,1
1744,,522,,3079,464,1
1745,,789,355,3080,708,1
1746,,789,158,3081,708,1
1747,,789,306,3082,708,1
1748,,1442,228,3083,1210,1
1749,,1442,225,3084,1210,1
1750,,1355,164,3085,1136,1
1751,,1437,,3086,1205,1
1752,,1357,21,3087,1138,1
1753,,189,177,3088,172,1
1754,,1587,,3089,1339,1
1755,,1271,,3091,1062,1
1756,,1281,155 (line 487-8),3093,1072,1
1757,,1197,Chapt 3 (line  3),3094,1003,1
1758,,1431,45,3095,1199,1
1759,,1244,164,3096,1039,1
1760,,1244,146,3097,1039,1
1761,,1244,A8,3099,1039,1
1762,,429,,3104,393,1
1763,,432,46,3105,395,1
1764,,1054,,3110,953,1
1765,,1054,,3111,953,1
1766,,1054,,3112,953,1
1767,,1054,,3113,953,1
1768,,1054,,3114,953,1
1769,,1054,,3115,953,1
1770,,554,10,3116,491,1
1771,,554,10,3119,491,1
1772,,1500,282,3120,1262,1
1773,,1500,266,3121,1262,1
1774,,1500,266,3122,1262,1
1775,,656,204,3127,589,1
1776,,656,204,3128,589,1
1777,,656,182,3129,589,1
1778,,656,200,3130,589,1
1779,,462,168,3131,419,1
