pk,jsondata,key,description,sentence_pk,source_pk,version
4330,,1545,53,7901,1298,1
4331,,355,16,7902,323,1
4332,,355,16,7903,323,1
4333,,737,187,7904,661,1
4334,,786,,7907,705,1
4335,,784,"s.v. boronsera, bafatáda, alkóliku",7908,703,1
4336,,839,,7909,755,1
4337,,880,,7910,789,1
4338,,1456,,7911,1224,1
4339,,1456,,7912,1224,1
4340,,901,183,7920,807,1
4341,,1236,201,7924,1032,1
4342,,221,193,7926,203,1
4343,,221,194,7927,203,1
4344,,906,58,7931,812,1
4345,,906,76,7932,812,1
4346,,835,74,7935,752,1
4347,,151,66,7938,138,1
4348,,1297,89,7939,1087,1
4349,,353,"164, ex. d",7941,321,1
4350,,1211,,7951,1010,1
4351,,1211,,7952,1010,1
4352,,1048,354,7953,949,1
4353,,229,44,7954,211,1
4354,,110,13,7955,98,1
4355,,1320,208,7964,1106,1
4356,,857,361,7970,771,1
4357,,857,225,7971,771,1
4358,,874,147,7972,785,1
4359,,874,146,7974,785,1
4360,,671,168,7975,600,1
4361,,708,73,7977,633,1
4362,,1178,397,7980,984,1
4363,,920,459,7987,825,1
4364,,522,,7989,464,1
4365,,522,,7990,464,1
4366,,1442,225,7991,1210,1
4367,,1527,49,7992,1285,1
4368,,1355,67,7993,1136,1
4369,,1355,167,7994,1136,1
4370,,1355,209,7995,1136,1
4371,,194,340,7996,177,1
4372,,1585,29,7997,1337,1
4373,,1271,,8001,1062,1
4374,,445,541,8011,408,1
4375,,439,242,8012,402,1
4376,,1054,,8016,953,1
4377,,1054,,8017,953,1
4378,,1054,,8019,953,1
4379,,1500,262,8024,1262,1
4380,,1500,286,8025,1262,1
4381,,656,203,8031,589,1
4382,,462,59,8032,419,1
4383,,352,67,8033,320,1
4384,,352,67,8034,320,1
4385,,820,49,8038,738,1
4386,,942,,8040,846,1
4387,,942,,8041,846,1
4388,,942,,8042,846,1
4389,,942,,8043,846,1
4390,,791,,8044,709,1
4391,,355,25,8051,323,1
4392,,355,14,8052,323,1
4393,,750,35,8053,674,1
4394,,786,,8056,705,1
4395,,106,141,8057,95,1
4396,,887,,8058,793,1
4397,,1456,,8060,1224,1
4398,,1456,,8061,1224,1
4399,,1456,,8062,1224,1
4400,,901,114,8070,807,1
4401,,905,121,8072,811,1
4402,,1236,197,8073,1032,1
4403,,1236,201,8074,1032,1
4404,,1236,200,8075,1032,1
4405,,122,161,8078,110,1
4406,,122,162,8079,110,1
4407,,906,78,8080,812,1
4408,,835,82,8082,752,1
4409,,835,82,8083,752,1
4410,,194,335,8085,177,1
4411,,1024,91,8086,927,1
4412,,151,68,8087,138,1
4413,,1024,96,8088,927,1
4414,,1024,143,8089,927,1
4415,,353,154,8092,321,1
4416,,466,54,8093,423,1
4417,,466,54,8094,423,1
4418,,466,54,8095,423,1
4419,,1505,72,8096,1265,1
4420,,1505,72,8097,1265,1
4421,,1505,576,8098,1265,1
4422,,1048,255,8103,949,1
4423,,1048,256,8104,949,1
4424,,722,362,8105,646,1
4425,,1049,102,8106,950,1
4426,,110,60,8107,98,1
4427,,17,,8111,15,1
4428,,952,,8112,856,1
4429,,423,224,8113,388,1
4430,,423,250,8114,388,1
4431,,423,229,8115,388,1
4432,,857,362,8132,771,1
4433,,857,225,8133,771,1
4434,,857,237,8134,771,1
4435,,874,156,8135,785,1
4436,,1195,266,8138,1001,1
4437,,1195,237,8139,1001,1
4438,,708,137,8141,633,1
4439,,708,136,8143,633,1
4440,,708,136,8144,633,1
4441,,1528,221,8145,1286,1
4442,,1528,222,8146,1286,1
4443,,1178,630-631,8147,984,1
4444,,920,432,8156,825,1
4445,,920,432,8157,825,1
4446,,583,,8158,517,1
4447,,1033,63,8159,936,1
4448,,561,33,8161,498,1
4449,,522,,8162,464,1
4450,,522,,8163,464,1
4451,,522,,8164,464,1
4452,,789,218,8165,708,1
4453,,281,,8170,253,1
4454,,439,242,8175,402,1
4455,,1054,,8177,953,1
4456,,1054,,8178,953,1
4457,,462,59,8181,419,1
4458,,97,,8182,89,1
4459,,97,,8183,89,1
4460,,1489,VI.4,8184,1253,1
4461,,1489,IV.46,8185,1253,1
4462,,1489,IV.61,8186,1253,1
4463,,1489,VI.64,8187,1253,1
4464,,1489,VI.16,8188,1253,1
4465,,355,63,8192,323,1
4466,,106,140/141,8200,95,1
4467,,57,,8201,53,1
4468,,1456,,8202,1224,1
4469,,901,113,8206,807,1
4470,,1236,201,8207,1032,1
4471,,1236,200,8208,1032,1
4472,,221,192,8209,203,1
4473,,265,161,8210,239,1
4474,,265,161,8211,239,1
4475,,265,161,8212,239,1
4476,,265,161,8213,239,1
4477,,1416,5171,8214,1184,1
4478,,1416,3641,8215,1184,1
4479,,906,75,8218,812,1
4480,,1553,10,8219,1305,1
4481,,1553,11,8220,1305,1
4482,,466,54,8223,423,1
4483,,1505,71,8224,1265,1
4484,,381,4,8225,346,1
4485,,134,41,8227,121,1
4486,,851,28,8228,765,1
4487,,134,41,8230,121,1
4488,,110,63,8232,98,1
4489,,110,80,8233,98,1
4490,,17,,8236,15,1
4491,,1320,181,8237,1106,1
4492,,1463,127,8238,1231,1
4493,,856,32,8241,770,1
4494,,856,128,8242,770,1
4495,,874,126,8243,785,1
4496,,874,156,8244,785,1
4497,,458,229,8245,415,1
4498,,1195,268,8246,1001,1
4499,,708,456,8248,633,1
4500,,708,411,8249,633,1
4501,,708,356,8250,633,1
4502,,789,66,8253,708,1
4503,,789,101,8254,708,1
4504,,1355,138,8255,1136,1
4505,,1357,65,8256,1138,1
4506,,1576,87,8257,1328,1
4507,,1604,274,8258,1356,1
4508,,1604,283,8259,1356,1
4509,,1539,78,8260,1293,1
4510,,661,456,8261,594,1
4511,,1281,"160, line 492",8262,1072,1
4512,,113,45,8266,101,1
4513,,1054,,8267,953,1
4514,,1054,,8268,953,1
4515,,1054,,8269,953,1
4516,,1500,260,8271,1262,1
4517,,656,196,8274,589,1
4518,,63,435,8275,59,1
4519,,1489,VI.11,8277,1253,1
4520,,1489,VI.42,8278,1253,1
4521,,1489,IV.55,8279,1253,1
4522,,1568,71,8280,1320,1
4523,,942,,8281,846,1
4524,,1332,65,8285,1114,1
4525,,737,131,8286,661,1
4526,,786,,8288,705,1
4527,,887,,8289,793,1
4528,,1456,,8290,1224,1
4529,,1456,,8291,1224,1
4530,,593,58,8294,527,1
4531,,905,57,8297,811,1
4532,,1236,201,8298,1032,1
4533,,1064,13,8302,963,1
4534,,137,29,8303,124,1
4535,,206,11,8305,189,1
4536,,206,11,8306,189,1
4537,,1211,,8309,1010,1
4538,,1048,172,8310,949,1
4539,,110,15,8311,98,1
4540,,760,,8313,683,1
4541,,760,,8314,683,1
4542,,158,154,8315,144,1
4543,,423,236,8316,388,1
4544,,423,233,8317,388,1
4545,,423,247,8318,388,1
4546,,857,358,8327,771,1
4547,,1195,235,8328,1001,1
4548,,1195,270,8329,1001,1
4549,,1528,343,8332,1286,1
4550,,789,242,8336,708,1
4551,,1357,172,8337,1138,1
4552,,524,71,8338,466,1
4553,,1606,96,8339,1358,1
4554,,1538,107,8341,1292,1
4555,,1281,"161, line 550",8342,1072,1
4556,,1244,121,8346,1039,1
4557,,1500,272,8352,1262,1
4558,,1500,272,8353,1262,1
4559,,462,53-54,8357,419,1
4560,,97,,8358,89,1
4561,,1634,415,8359,1368,1
4562,,1634,417,8360,1368,1
4563,,1634,417,8361,1368,1
4564,,1634,417,8362,1368,1
4565,,584,15 year old female from Manus,8365,518,1
4566,,737,79,8371,661,1
4567,,1407,42,8373,1175,1
4568,,61,,8374,57,1
4569,,1456,,8375,1224,1
4570,,905,58,8379,811,1
4571,,905,58,8380,811,1
4572,,221,209,8382,203,1
4573,,1416,1484a,8384,1184,1
4574,,453,"10 August 2004, p.3",8390,413,1
4575,,151,62,8391,138,1
4576,,151,80,8392,138,1
4577,,1514,308,8394,1273,1
4578,,1505,267,8395,1265,1
4579,,1505,650,8396,1265,1
4580,,1505,650,8397,1265,1
4581,,1515,417,8400,1274,1
4582,,1515,417,8401,1274,1
4583,,110,80,8403,98,1
4584,,760,78,8406,683,1
4585,,158,32,8407,144,1
4586,,857,298,8416,771,1
4587,,60,48,8418,56,1
4588,,708,348,8421,633,1
4589,,1641,23,8425,1374,1
4590,,789,76,8426,708,1
4591,,522,,8427,464,1
4592,,522,,8428,464,1
4593,,1442,224,8429,1210,1
4594,,1357,127,8430,1138,1
4595,,1357,56,8431,1138,1
4596,,1527,61,8432,1285,1
4597,,1357,64,8433,1138,1
4598,,1355,295,8434,1136,1
4599,,1062,21,8436,961,1
4600,,354,67,8437,322,1
4601,,568,109,8438,504,1
4602,,1281,"254, line 1311",8439,1072,1
4603,,1281,"218, line 1052",8440,1072,1
4604,,1244,183,8443,1039,1
4605,,445,531,8445,408,1
4606,,445,540,8446,408,1
4607,,438,,8447,401,1
4608,,113,46,8448,101,1
4609,,113,46,8449,101,1
4610,,113,46,8450,101,1
4611,,1054,,8452,953,1
4612,,1054,,8453,953,1
4613,,1054,,8454,953,1
4614,,1054,,8455,953,1
4615,,1054,,8456,953,1
4616,,634,145,8461,568,1
4617,,634,148,8462,568,1
4618,,1500,262,8463,1262,1
4619,,462,53,8469,419,1
4620,,97,,8470,89,1
4621,,97,,8471,89,1
4622,,1634,316,8472,1368,1
4623,,1634,262,8473,1368,1
4624,,1489,VI.43,8474,1253,1
4625,,584,,8477,518,1
4626,,584,,8478,518,1
4627,,942,,8479,846,1
4628,,1545,163,8485,1298,1
4629,,355,23,8486,323,1
4630,,355,22,8487,323,1
4631,,737,121,8488,661,1
4632,,737,125,8489,661,1
4633,,737,608,8490,661,1
4634,,737,180,8491,661,1
4635,,737,608,8492,661,1
4636,,1407,162,8494,1175,1
4637,,57,,8495,53,1
4638,,1456,,8496,1224,1
4639,,901,103,8504,807,1
4640,,905,58,8505,811,1
4641,,905,58,8506,811,1
4642,,221,157,8509,203,1
4643,,906,67,8512,812,1
4644,,1064,27,8513,963,1
4645,,426,134,8514,391,1
4646,,755,,8517,678,1
4647,,1211,,8525,1010,1
4648,,1048,271,8526,949,1
4649,,1049,21,8527,950,1
4650,,1048,271,8528,949,1
4651,,1049,21,8529,950,1
4652,,1049,21,8530,950,1
4653,,1049,21,8531,950,1
4654,,722,309,8532,646,1
4655,,722,309,8533,646,1
4656,,722,309,8534,646,1
4657,,722,309,8535,646,1
4658,,722,307,8536,646,1
4659,,229,98,8537,211,1
4660,,110,39,8538,98,1
4661,,110,60,8539,98,1
4662,,158,202,8541,144,1
4663,,423,173,8542,388,1
4664,,423,173,8543,388,1
4665,,1320,156,8545,1106,1
4666,,1320,90,8546,1106,1
4667,,1273,,8547,1064,1
4668,,857,313,8549,771,1
4669,,874,114,8550,785,1
4670,,874,157,8551,785,1
4671,,874,195,8552,785,1
4672,,1195,272,8553,1001,1
4673,,1195,245,8554,1001,1
4674,,708,135,8556,633,1
4675,,1528,220,8557,1286,1
4676,,8,,8561,7,1
4677,,522,,8563,464,1
4678,,789,25,8564,708,1
4679,,522,,8565,464,1
4680,,789,220,8566,708,1
4681,,1442,230,8567,1210,1
4682,,1442,224,8568,1210,1
4683,,1357,39,8569,1138,1
4684,,1585,3,8572,1337,1
4685,,1539,101,8573,1293,1
4686,,286,,8574,258,1
4687,,1281,"181, line 764",8575,1072,1
4688,,438,,8580,401,1
4689,,438,,8581,401,1
4690,,113,45,8582,101,1
4691,,1054,,8583,953,1
4692,,357,24,8586,325,1
4693,,357,209,8587,325,1
4694,,1344,,8593,1126,1
4695,,1634,492,8594,1368,1
4696,,1483,945,8596,1247,1
4697,,348,iii,8597,317,1
4698,,584,WSP F17,8600,518,1
4699,,584,,8601,518,1
4700,,659,59,8605,592,1
4701,,40,,8606,38,1
4702,,1545,119,8607,1298,1
4703,,355,56,8608,323,1
4704,,737,627,8609,661,1
4705,,786,,8611,705,1
4706,,784,s.v. ekuador,8612,703,1
4707,,211,,8613,194,1
4708,,59,,8614,55,1
4709,,1456,,8615,1224,1
4710,,1456,,8616,1224,1
4711,,1456,,8617,1224,1
4712,,905,59,8628,811,1
4713,,905,,8629,811,1
4714,,218,,8633,201,1
4715,,218,,8634,201,1
4716,,218,,8635,201,1
4717,,1416,0610,8636,1184,1
4718,,122,173,8637,110,1
4719,,426,92,8639,391,1
4720,,830,378,8640,747,1
4721,,734,46,8642,658,1
4722,,151,80,8644,138,1
4723,,473,"vol. 6, p. 145",8646,430,1
4724,,473,"vol. 6, p. 145",8647,430,1
4725,,473,"vol. 6, p. 2063",8648,430,1
4726,,1505,412,8649,1265,1
4727,,473,"vol. 6, p. 145",8650,430,1
4728,,473,"vol. 6, p. 145",8651,430,1
4729,,473,"vol. 6, p. 145",8652,430,1
4730,,1211,,8655,1010,1
4731,,1515,275,8656,1274,1
4732,,110,23,8657,98,1
4733,,214,55,8658,197,1
4734,,760,,8660,683,1
4735,,158,218,8662,144,1
4736,,1273,,8669,1064,1
4737,,874,167,8672,785,1
4738,,874,167,8673,785,1
4739,,671,168,8674,600,1
4740,,60,26,8675,56,1
4741,,1528,217,8680,1286,1
4742,,583,,8686,517,1
4743,,522,,8688,464,1
4744,,789,250,8689,708,1
4745,,789,21,8690,708,1
4746,,1357,62,8691,1138,1
4747,,524,50,8692,466,1
4748,,354,30,8695,322,1
4749,,568,141,8696,504,1
4750,,357,648,8713,325,1
4751,,97,,8720,89,1
4752,,1634,439,8721,1368,1
4753,,1634,439,8722,1368,1
4754,,1489,IV.53,8723,1253,1
4755,,1391,553,8724,1162,1
4756,,702,15 year old boy from east Sepik,8726,628,1
4757,,584,ESP M15,8727,518,1
4758,,584,Madang F12,8728,518,1
4759,,942,,8730,846,1
4760,,355,66,8735,323,1
4761,,737,657,8736,661,1
4762,,750,28,8737,674,1
4763,,1407,215,8742,1175,1
4764,,784,s.v. dór,8743,703,1
4765,,1407,151,8744,1175,1
4766,,1407,101,8745,1175,1
4767,,886,,8746,792,1
4768,,1456,,8747,1224,1
4769,,1456,,8748,1224,1
4770,,1456,,8749,1224,1
4771,,1456,,8750,1224,1
4772,,905,217,8758,811,1
4773,,218,,8761,201,1
4774,,218,,8762,201,1
4775,,1416,3393,8764,1184,1
4776,,1416,3393a,8765,1184,1
4777,,1416,1912,8766,1184,1
4778,,426,18,8769,391,1
4779,,755,,8771,678,1
4780,,755,,8772,678,1
4781,,755,,8773,678,1
4782,,473,150,8775,430,1
4783,,473,150,8776,430,1
4784,,1514,172,8777,1273,1
4785,,473,"vol. 3,",8778,430,1
4786,,471,222,8779,428,1
4787,,471,223,8780,428,1
4788,,473,"vol. 3, p. 339",8781,430,1
4789,,381,10,8782,346,1
4790,,1211,,8787,1010,1
4791,,1515,295,8788,1274,1
4792,,214,109N,8789,197,1
4793,,60,200,8803,56,1
4794,,708,353,8805,633,1
4795,,789,128,8814,708,1
4796,,789,17,8815,708,1
4797,,789,128,8816,708,1
4798,,1357,20,8817,1138,1
4799,,1357,25,8818,1138,1
4800,,1605,395,8820,1357,1
4801,,568,131,8823,504,1
4802,,438,,8831,401,1
4803,,113,80,8832,101,1
4804,,1054,,8833,953,1
4805,,1054,,8835,953,1
4806,,405,,8838,370,1
4807,,357,157,8839,325,1
4808,,462,"191-192, 221-222",8844,419,1
4809,,462,"191-192, 221-222",8845,419,1
4810,,97,,8846,89,1
4811,,97,,8847,89,1
4812,,1634,393,8849,1368,1
4813,,1489,VI.28,8851,1253,1
4814,,1489,IV.55,8852,1253,1
4815,,584,WSP F15,8854,518,1
4816,,942,,8855,846,1
4817,,175,18,8858,160,1
4818,,355,22,8859,323,1
4819,,737,652,8860,661,1
4820,,1407,42,8862,1175,1
4821,,61,,8863,57,1
4822,,1456,,8864,1224,1
4823,,1456,,8865,1224,1
4824,,905,74,8871,811,1
4825,,221,142,8873,203,1
4826,,221,144,8874,203,1
4827,,1416,0580,8878,1184,1
4828,,1416,3234,8879,1184,1
4829,,1416,3247,8880,1184,1
4830,,426,150,8883,391,1
4831,,1084,78,8884,979,1
4832,,371,37,8887,336,1
4833,,847,,8891,761,1
4834,,1515,281,8892,1274,1
4835,,1048,428,8893,949,1
4836,,158,142,8896,144,1
4837,,1463,145,8898,1231,1
4838,,1393,48,8907,1164,1
4839,,708,367,8909,633,1
4840,,8,,8912,7,1
4841,,1038,389,8913,941,1
4842,,522,,8914,464,1
4843,,1357,44,8915,1138,1
4844,,1357,62,8916,1138,1
4845,,1576,49,8917,1328,1
4846,,1355,282,8918,1136,1
4847,,1244,A17,8928,1039,1
4848,,432,41,8932,395,1
4849,,1054,,8935,953,1
4850,,1500,278,8939,1262,1
4851,,462,"191-192, 221-222",8944,419,1
4852,,462,"191-192, 221-222",8945,419,1
4853,,97,,8946,89,1
4854,,1489,IV.66,8950,1253,1
4855,,584,Simbu F14,8952,518,1
4856,,942,,8953,846,1
4857,,1332,63,8957,1114,1
4858,,41,,8958,39,1
4859,,1545,169,8960,1298,1
4860,,355,50,8961,323,1
4861,,737,564,8962,661,1
4862,,1227,485,8968,1024,1
4863,,1407,343,8972,1175,1
4864,,1407,207,8973,1175,1
4865,,1407,304,8974,1175,1
4866,,1407,62,8975,1175,1
4867,,784,s.v. médu,8976,703,1
4868,,1028,,8977,931,1
4869,,1456,,8978,1224,1
4870,,1456,,8979,1224,1
4871,,1456,,8980,1224,1
4872,,901,230,8986,807,1
4873,,905,48,8987,811,1
4874,,221,181,8988,203,1
4875,,221,235,8989,203,1
4876,,221,326,8990,203,1
4877,,1416,5399,8993,1184,1
4878,,1416,4346-4346a,8994,1184,1
4879,,122,63,8995,110,1
4880,,906,70,8996,812,1
4881,,426,107,8999,391,1
4882,,453,"10 August 2004, p.1",9002,413,1
4883,,478,73,9004,433,1
4884,,1505,544,9006,1265,1
4885,,1505,412,9007,1265,1
4886,,1211,,9012,1010,1
4887,,1515,374,9013,1274,1
4888,,1048,384,9014,949,1
4889,,110,62,9015,98,1
4890,,110,63,9016,98,1
4891,,110,65,9017,98,1
4892,,110,64,9018,98,1
4893,,1480,,9021,1244,1
4894,,158,30,9023,144,1
4895,,423,243,9025,388,1
4896,,1463,,9027,1231,1
4897,,1273,,9030,1064,1
4898,,622,74,9033,556,1
4899,,874,127,9034,785,1
4900,,458,11,9036,415,1
4901,,1195,235,9037,1001,1
4902,,708,344,9039,633,1
4903,,1402,176,9042,1172,1
4904,,8,,9044,7,1
4905,,522,,9046,464,1
4906,,522,,9047,464,1
4907,,1527,81,9048,1285,1
4908,,1597,710,9052,1349,1
4909,,1539,85,9056,1293,1
4910,,568,130,9057,504,1
4911,,420,15,9063,385,1
4912,,441,49,9066,404,1
4913,,432,42,9067,395,1
4914,,1054,,9070,953,1
4915,,1500,211,9075,1262,1
4916,,357,483,9076,325,1
4917,,357,8,9077,325,1
4918,,518,,9079,460,1
4919,,518,,9080,460,1
4920,,656,238,9081,589,1
4921,,462,"75, 142",9082,419,1
4922,,462,"75, 142",9083,419,1
4923,,462,"75, 142",9084,419,1
4924,,97,,9085,89,1
4925,,97,,9086,89,1
4926,,1634,425,9088,1368,1
4927,,1634,425,9089,1368,1
4928,,584,Morobe F10,9091,518,1
4929,,942,,9092,846,1
4930,,942,,9093,846,1
4931,,1332,61,9095,1114,1
4932,,355,63,9099,323,1
4933,,750,42,9100,674,1
4934,,784,s.v. skaldia,9102,703,1
4935,,1407,79,9103,1175,1
4936,,786,,9104,705,1
4937,,1456,,9107,1224,1
4938,,589,45,9111,523,1
4939,,589,45,9112,523,1
4940,,905,116,9115,811,1
4941,,905,116,9116,811,1
4942,,265,161,9119,239,1
4943,,265,161,9120,239,1
4944,,1416,3531,9121,1184,1
4945,,1416,3963,9122,1184,1
4946,,1416,1594,9123,1184,1
4947,,1416,3589,9124,1184,1
4948,,122,162,9125,110,1
4949,,122,212,9126,110,1
4950,,906,86,9127,812,1
4951,,906,87,9128,812,1
4952,,906,87,9129,812,1
4953,,1529,189,9132,1287,1
4954,,371,55,9134,336,1
4955,,850,248,9136,764,1
4956,,1515,55,9140,1274,1
4957,,722,221,9141,646,1
4958,,214,645N,9142,197,1
4959,,760,198,9144,683,1
4960,,158,106,9145,144,1
4961,,158,222,9146,144,1
4962,,1320,96,9148,1106,1
4963,,1320,96,9149,1106,1
4964,,622,36,9153,556,1
4965,,622,36,9154,556,1
4966,,874,124,9155,785,1
4967,,874,125,9156,785,1
4968,,1195,267,9158,1001,1
4969,,1195,274,9159,1001,1
4970,,708,85,9162,633,1
4971,,708,453,9163,633,1
4972,,1528,183,9164,1286,1
4973,,920,390,9169,825,1
4974,,920,390,9170,825,1
4975,,1033,63,9171,936,1
4976,,522,,9173,464,1
4977,,522,,9174,464,1
4978,,789,37,9175,708,1
4979,,522,,9176,464,1
4980,,522,,9177,464,1
4981,,1442,223,9178,1210,1
4982,,1442,230,9179,1210,1
4983,,1576,75,9180,1328,1
4984,,1355,57,9181,1136,1
4985,,1585,48,9183,1337,1
4986,,661,392,9188,594,1
4987,,661,390,9189,594,1
4988,,1281,"154, line 453",9190,1072,1
4989,,1281,"160, linrd 502-503",9191,1072,1
4990,,1244,273,9192,1039,1
4991,,1244,242,9193,1039,1
4992,,434,,9196,397,1
4993,,113,80,9197,101,1
4994,,1054,,9199,953,1
4995,,1054,,9200,953,1
4996,,357,11,9203,325,1
4997,,656,202,9206,589,1
4998,,462,142-143,9210,419,1
4999,,462,142-143,9211,419,1
5000,,462,142-143,9212,419,1
5001,,97,,9213,89,1
5002,,1634,313,9214,1368,1
5003,,1310,2223,9215,1099,1
5004,,967,123,9217,871,1
5005,,584,Stignat2\Pauline\ws\f17\momas\wsp,9218,518,1
5006,,584,,9219,518,1
5007,,1545,179,9226,1298,1
5008,,355,21,9227,323,1
5009,,737,641,9228,661,1
5010,,786,,9231,705,1
5011,,784,s.v. alkánsa,9232,703,1
5012,,786,,9233,705,1
5013,,839,,9235,755,1
5014,,1456,,9236,1224,1
5015,,1456,,9237,1224,1
5016,,1456,,9238,1224,1
5017,,905,132,9246,811,1
5018,,905,132,9247,811,1
5019,,221,159,9250,203,1
5020,,221,186,9251,203,1
5021,,221,186,9252,203,1
5022,,265,161,9253,239,1
5023,,265,161,9254,239,1
5024,,1416,5254,9255,1184,1
5025,,122,162,9256,110,1
5026,,122,165,9257,110,1
5027,,906,87,9258,812,1
5028,,426,30,9261,391,1
5029,,835,86,9262,752,1
5030,,755,,9264,678,1
5031,,755,,9265,678,1
5032,,453,"3 July 2009, p.5",9266,413,1
5033,,473,"vol. 2, 893",9270,430,1
5034,,473,"vol. 2, p. 893",9271,430,1
5035,,1505,55,9272,1265,1
5036,,1211,,9279,1010,1
5037,,1048,314,9280,949,1
5038,,1048,317,9281,949,1
5039,,110,54,9282,98,1
5040,,236,372,9283,218,1
5041,,229,52,9284,211,1
5042,,760,,9286,683,1
5043,,158,14f.,9287,144,1
5044,,423,224,9288,388,1
5045,,857,229,9298,771,1
5046,,874,124,9299,785,1
5047,,874,125,9300,785,1
5048,,874,125,9301,785,1
5049,,1395,89,9302,1166,1
5050,,1195,273-274,9303,1001,1
5051,,708,371,9305,633,1
5052,,1528,183,9307,1286,1
5053,,8,,9311,7,1
5054,,583,,9312,517,1
5055,,583,,9313,517,1
5056,,583,,9314,517,1
5057,,1033,63,9315,936,1
5058,,522,,9318,464,1
5059,,522,,9319,464,1
5060,,789,232,9320,708,1
5061,,1437,art.15,9321,1205,1
5062,,1576,88,9322,1328,1
5063,,1355,25,9323,1136,1
5064,,1355,122,9324,1136,1
5065,,1062,38,9326,961,1
5066,,1597,708,9327,1349,1
5067,,1539,35,9328,1293,1
5068,,568,130,9329,504,1
5069,,568,130,9330,504,1
5070,,661,392,9331,594,1
5071,,438,,9338,401,1
5072,,1054,,9341,953,1
5073,,636,291,9342,569,1
5074,,1054,,9343,953,1
5075,,1054,,9344,953,1
5076,,462,83,9351,419,1
5077,,462,83,9352,419,1
5078,,462,83,9353,419,1
5079,,352,114,9354,320,1
5080,,352,114,9355,320,1
5081,,352,73,9357,320,1
5082,,1634,186,9358,1368,1
5083,,1634,187,9359,1368,1
5084,,646,110,9361,579,1
5085,,584,Stignat19\Gabby\ws\m17\momas\wsp,9362,518,1
5086,,584,Stignat19\Gabby\ws\m17\momas\wsp,9363,518,1
5087,,942,,9364,846,1
5088,,1545,116,9366,1298,1
5089,,355,59,9367,323,1
5090,,784,s.v. ku,9370,703,1
5091,,1407,27,9371,1175,1
5092,,692,,9372,619,1
5093,,1456,,9373,1224,1
5094,,1456,,9374,1224,1
5095,,905,63,9384,811,1
5096,,221,224,9387,203,1
5097,,265,163,9389,239,1
5098,,122,115,9391,110,1
5099,,122,115,9392,110,1
5100,,906,51,9393,812,1
5101,,1024,472,9397,927,1
5102,,1024,472,9398,927,1
5103,,1359,276,9399,1140,1
5104,,1359,302,9400,1140,1
5105,,371,22,9401,336,1
5106,,371,59,9402,336,1
5107,,473,"vol. 1, p. 964",9403,430,1
5108,,1505,36,9404,1265,1
5109,,1505,36,9405,1265,1
5110,,1048,422,9418,949,1
5111,,722,364,9419,646,1
5112,,722,364,9420,646,1
5113,,722,363,9421,646,1
5114,,722,364,9422,646,1
5115,,1049,29,9423,950,1
5116,,1515,55,9424,1274,1
5117,,110,78,9425,98,1
5118,,229,60,9426,211,1
5119,,236,378,9427,218,1
5120,,110,29,9428,98,1
5121,,110,15,9429,98,1
5122,,758,,9430,681,1
5123,,423,205,9432,388,1
5124,,1320,96,9436,1106,1
5125,,1320,97,9437,1106,1
5126,,857,245,9443,771,1
5127,,857,229,9444,771,1
5128,,856,12,9445,770,1
5129,,857,391,9446,771,1
5130,,874,238,9448,785,1
5131,,1195,221,9449,1001,1
5132,,1195,270,9450,1001,1
5133,,708,85,9453,633,1
5134,,708,145,9454,633,1
5135,,708,415,9455,633,1
5136,,708,453,9456,633,1
5137,,708,467,9457,633,1
5138,,1528,126,9458,1286,1
5139,,8,,9464,7,1
5140,,583,,9465,517,1
5141,,583,,9466,517,1
5142,,1033,63,9467,936,1
5143,,154,211,9470,141,1
5144,,675,1,9471,603,1
5145,,522,,9472,464,1
5146,,522,,9473,464,1
5147,,522,,9474,464,1
5148,,522,,9475,464,1
5149,,1527,102,9476,1285,1
5150,,1355,48,9477,1136,1
5151,,1597,708,9478,1349,1
5152,,1585,23,9479,1337,1
5153,,1539,77,9480,1293,1
5154,,661,240,9484,594,1
5155,,1281,"161, line 529",9485,1072,1
5156,,441,49,9493,404,1
5157,,1054,,9496,953,1
5158,,1054,,9497,953,1
5159,,330,146,9500,302,1
5160,,97,,9508,89,1
5161,,1634,254,9511,1368,1
5162,,1634,522,9512,1368,1
5163,,1481,767,9513,1245,1
5164,,1489,VI.29,9514,1253,1
5165,,1489,VI.34,9515,1253,1
5166,,1489,IV.32,9516,1253,1
5167,,967,138,9519,871,1
5168,,967,138,9520,871,1
5169,,942,,9521,846,1
5170,,942,,9522,846,1
5171,,942,,9523,846,1
5172,,347,,9526,316,1
5173,,1545,188,9528,1298,1
5174,,355,13,9529,323,1
5175,,355,59,9530,323,1
5176,,355,42,9531,323,1
5177,,749,444,9532,673,1
5178,,784,s.v. y,9534,703,1
5179,,784,s.v. ku,9535,703,1
5180,,839,,9536,755,1
5181,,1456,,9537,1224,1
5182,,1456,,9538,1224,1
5183,,498,79,9544,453,1
5184,,498,79,9545,453,1
5185,,901,165,9548,807,1
5186,,905,63,9549,811,1
5187,,905,160,9550,811,1
5188,,221,224,9553,203,1
5189,,1416,3257,9555,1184,1
5190,,122,200,9556,110,1
5191,,906,102,9558,812,1
5192,,752,328,9563,676,1
5193,,752,328,9564,676,1
5194,,731,54,9565,655,1
5195,,371,36,9568,336,1
5196,,371,36,9569,336,1
5197,,1048,422,9579,949,1
5198,,1048,356,9580,949,1
5199,,1048,358,9581,949,1
