pk,jsondata,id,name,description,markup_description,parameter_pk,number,abbr,version
726,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",167-3,Exists only in loanwords,,,168,3,,1
727,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",167-4,Does not exist,,,168,4,,1
730,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",168-3,Exists only in loanwords,,,169,3,,1
734,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",169-3,Exists only in loanwords,,,170,3,,1
737,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",170-2,Exists only as a minor allophone,,,171,2,,1
738,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",170-3,Exists only in loanwords,,,171,3,,1
741,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",171-2,Exists only as a minor allophone,,,172,2,,1
742,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",171-3,Exists only in loanwords,,,172,3,,1
746,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",172-3,Exists only in loanwords,,,173,3,,1
750,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",173-3,Exists only in loanwords,,,174,3,,1
753,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",174-2,Exists only as a minor allophone,,,175,2,,1
754,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",174-3,Exists only in loanwords,,,175,3,,1
757,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",175-2,Exists only as a minor allophone,,,176,2,,1
758,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",175-3,Exists only in loanwords,,,176,3,,1
759,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",175-4,Does not exist,,,176,4,,1
765,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",177-2,Exists only as a minor allophone,,,178,2,,1
766,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",177-3,Exists only in loanwords,,,178,3,,1
767,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",177-4,Does not exist,,,178,4,,1
769,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",178-2,Exists only as a minor allophone,,,179,2,,1
770,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",178-3,Exists only in loanwords,,,179,3,,1
771,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",178-4,Does not exist,,,179,4,,1
773,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",179-2,Exists only as a minor allophone,,,180,2,,1
774,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",179-3,Exists only in loanwords,,,180,3,,1
775,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",179-4,Does not exist,,,180,4,,1
794,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",184-3,Exists only in loanwords,,,185,3,,1
798,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",185-3,Exists only in loanwords,,,186,3,,1
799,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",185-4,Does not exist,,,186,4,,1
801,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",186-2,Exists only as a minor allophone,,,187,2,,1
802,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",186-3,Exists only in loanwords,,,187,3,,1
803,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",186-4,Does not exist,,,187,4,,1
810,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",188-3,Exists only in loanwords,,,189,3,,1
831,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",193-4,Does not exist,,,194,4,,1
844,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",197-1,Exists (as a major allophone),,,198,1,,1
846,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",197-3,Exists only in loanwords,,,198,3,,1
847,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",197-4,Does not exist,,,198,4,,1
848,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",198-1,Exists (as a major allophone),,,199,1,,1
850,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",198-3,Exists only in loanwords,,,199,3,,1
851,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",198-4,Does not exist,,,199,4,,1
857,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",200-2,Exists only as a minor allophone,,,201,2,,1
858,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",200-3,Exists only in loanwords,,,201,3,,1
869,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",203-2,Exists only as a minor allophone,,,204,2,,1
870,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",203-3,Exists only in loanwords,,,204,3,,1
871,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",203-4,Does not exist,,,204,4,,1
873,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",204-2,Exists only as a minor allophone,,,205,2,,1
875,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",204-4,Does not exist,,,205,4,,1
881,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",206-2,Exists only as a minor allophone,,,207,2,,1
882,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",206-3,Exists only in loanwords,,,207,3,,1
883,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",206-4,Does not exist,,,207,4,,1
884,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",207-1,Exists (as a major allophone),,,208,1,,1
886,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",207-3,Exists only in loanwords,,,208,3,,1
887,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",207-4,Does not exist,,,208,4,,1
888,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",208-1,Exists (as a major allophone),,,209,1,,1
889,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",208-2,Exists only as a minor allophone,,,209,2,,1
891,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",208-4,Does not exist,,,209,4,,1
893,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",209-2,Exists only as a minor allophone,,,210,2,,1
894,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",209-3,Exists only in loanwords,,,210,3,,1
897,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",210-2,Exists only as a minor allophone,,,211,2,,1
898,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",210-3,Exists only in loanwords,,,211,3,,1
899,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",210-4,Does not exist,,,211,4,,1
901,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",211-2,Exists only as a minor allophone,,,212,2,,1
902,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",211-3,Exists only in loanwords,,,212,3,,1
903,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",211-4,Does not exist,,,212,4,,1
906,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",212-3,Exists only in loanwords,,,213,3,,1
909,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",213-2,Exists only as a minor allophone,,,214,2,,1
910,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",213-3,Exists only in loanwords,,,214,3,,1
911,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",213-4,Does not exist,,,214,4,,1
913,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",214-2,Exists only as a minor allophone,,,215,2,,1
914,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",214-3,Exists only in loanwords,,,215,3,,1
915,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",214-4,Does not exist,,,215,4,,1
918,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",215-3,Exists only in loanwords,,,216,3,,1
919,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",215-4,Does not exist,,,216,4,,1
920,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",216-1,Exists (as a major allophone),,,217,1,,1
922,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",216-3,Exists only in loanwords,,,217,3,,1
923,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",216-4,Does not exist,,,217,4,,1
930,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",218-3,Exists only in loanwords,,,219,3,,1
934,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",219-3,Exists only in loanwords,,,220,3,,1
935,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",219-4,Does not exist,,,220,4,,1
938,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",220-3,Exists only in loanwords,,,221,3,,1
939,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",220-4,Does not exist,,,221,4,,1
942,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",221-3,Exists only in loanwords,,,222,3,,1
945,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",222-2,Exists only as a minor allophone,,,223,2,,1
946,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",222-3,Exists only in loanwords,,,223,3,,1
949,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",223-2,Exists only as a minor allophone,,,224,2,,1
950,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",223-3,Exists only in loanwords,,,224,3,,1
951,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",223-4,Does not exist,,,224,4,,1
953,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",224-2,Exists only as a minor allophone,,,225,2,,1
954,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",224-3,Exists only in loanwords,,,225,3,,1
955,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",224-4,Does not exist,,,225,4,,1
957,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",225-2,Exists only as a minor allophone,,,226,2,,1
958,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",225-3,Exists only in loanwords,,,226,3,,1
959,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",225-4,Does not exist,,,226,4,,1
961,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",226-2,Exists only as a minor allophone,,,227,2,,1
962,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",226-3,Exists only in loanwords,,,227,3,,1
963,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",226-4,Does not exist,,,227,4,,1
965,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",227-2,Exists only as a minor allophone,,,228,2,,1
966,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",227-3,Exists only in loanwords,,,228,3,,1
967,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",227-4,Does not exist,,,228,4,,1
969,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",228-2,Exists only as a minor allophone,,,229,2,,1
970,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",228-3,Exists only in loanwords,,,229,3,,1
971,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",228-4,Does not exist,,,229,4,,1
973,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",229-2,Exists only as a minor allophone,,,230,2,,1
974,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",229-3,Exists only in loanwords,,,230,3,,1
975,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",229-4,Does not exist,,,230,4,,1
977,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",230-2,Exists only as a minor allophone,,,231,2,,1
978,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",230-3,Exists only in loanwords,,,231,3,,1
979,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",230-4,Does not exist,,,231,4,,1
985,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",232-2,Exists only as a minor allophone,,,233,2,,1
986,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",232-3,Exists only in loanwords,,,233,3,,1
987,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",232-4,Does not exist,,,233,4,,1
989,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",233-2,Exists only as a minor allophone,,,234,2,,1
990,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",233-3,Exists only in loanwords,,,234,3,,1
991,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",233-4,Does not exist,,,234,4,,1
993,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",234-2,Exists only as a minor allophone,,,235,2,,1
994,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",234-3,Exists only in loanwords,,,235,3,,1
995,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",234-4,Does not exist,,,235,4,,1
997,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",235-2,Exists only as a minor allophone,,,236,2,,1
999,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",235-4,Does not exist,,,236,4,,1
1001,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",236-2,Exists only as a minor allophone,,,237,2,,1
1002,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",236-3,Exists only in loanwords,,,237,3,,1
1003,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",236-4,Does not exist,,,237,4,,1
1005,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",237-2,Exists only as a minor allophone,,,238,2,,1
1006,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",237-3,Exists only in loanwords,,,238,3,,1
1007,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",237-4,Does not exist,,,238,4,,1
1009,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",238-2,Exists only as a minor allophone,,,239,2,,1
1010,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",238-3,Exists only in loanwords,,,239,3,,1
1011,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",238-4,Does not exist,,,239,4,,1
1013,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",239-2,Exists only as a minor allophone,,,240,2,,1
1015,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",239-4,Does not exist,,,240,4,,1
1017,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",240-2,Exists only as a minor allophone,,,241,2,,1
1018,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",240-3,Exists only in loanwords,,,241,3,,1
1019,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",240-4,Does not exist,,,241,4,,1
1020,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",241-1,Exists (as a major allophone),,,242,1,,1
1021,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",241-2,Exists only as a minor allophone,,,242,2,,1
1023,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",241-4,Does not exist,,,242,4,,1
1024,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",242-1,Exists (as a major allophone),,,243,1,,1
1025,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",242-2,Exists only as a minor allophone,,,243,2,,1
1027,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",242-4,Does not exist,,,243,4,,1
1030,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",243-3,Exists only in loanwords,,,244,3,,1
1031,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",243-4,Does not exist,,,244,4,,1
1033,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",244-2,Exists only as a minor allophone,,,245,2,,1
1034,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",244-3,Exists only in loanwords,,,245,3,,1
1035,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",244-4,Does not exist,,,245,4,,1
1037,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",245-2,Exists only as a minor allophone,,,246,2,,1
1038,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",245-3,Exists only in loanwords,,,246,3,,1
1039,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",245-4,Does not exist,,,246,4,,1
1040,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",246-1,Exists (as a major allophone),,,247,1,,1
1041,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",246-2,Exists only as a minor allophone,,,247,2,,1
1043,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",246-4,Does not exist,,,247,4,,1
1045,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",247-2,Exists only as a minor allophone,,,248,2,,1
1046,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",247-3,Exists only in loanwords,,,248,3,,1
1047,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",247-4,Does not exist,,,248,4,,1
1049,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",248-2,Exists only as a minor allophone,,,249,2,,1
1050,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",248-3,Exists only in loanwords,,,249,3,,1
1051,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",248-4,Does not exist,,,249,4,,1
1053,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",249-2,Exists only as a minor allophone,,,250,2,,1
1054,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",249-3,Exists only in loanwords,,,250,3,,1
1055,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",249-4,Does not exist,,,250,4,,1
1057,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",250-2,Exists only as a minor allophone,,,251,2,,1
1058,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",250-3,Exists only in loanwords,,,251,3,,1
1059,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",250-4,Does not exist,,,251,4,,1
1061,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",251-2,Exists only as a minor allophone,,,252,2,,1
1062,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",251-3,Exists only in loanwords,,,252,3,,1
1063,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",251-4,Does not exist,,,252,4,,1
1066,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",252-3,Exists only in loanwords,,,253,3,,1
1070,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",253-3,Exists only in loanwords,,,254,3,,1
1082,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",256-3,Exists only in loanwords,,,257,3,,1
1086,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",257-3,Exists only in loanwords,,,258,3,,1
1098,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",260-3,Exists only in loanwords,,,261,3,,1
1102,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",261-3,Exists only in loanwords,,,262,3,,1
1104,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",262-1,Exists (as a major allophone),,,263,1,,1
1106,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",262-3,Exists only in loanwords,,,263,3,,1
1107,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",262-4,Does not exist,,,263,4,,1
1110,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",263-3,Exists only in loanwords,,,264,3,,1
1113,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",264-2,Exists only as a minor allophone,,,265,2,,1
1114,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",264-3,Exists only in loanwords,,,265,3,,1
1115,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",264-4,Does not exist,,,265,4,,1
1118,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",265-3,Exists only in loanwords,,,266,3,,1
1119,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",265-4,Does not exist,,,266,4,,1
1122,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",266-3,Exists only in loanwords,,,267,3,,1
1123,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",266-4,Does not exist,,,267,4,,1
1133,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",269-2,Exists only as a minor allophone,,,270,2,,1
1134,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",269-3,Exists only in loanwords,,,270,3,,1
1135,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",269-4,Does not exist,,,270,4,,1
1137,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",270-2,Exists only as a minor allophone,,,271,2,,1
1138,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",270-3,Exists only in loanwords,,,271,3,,1
1139,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",270-4,Does not exist,,,271,4,,1
1140,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",271-1,Exists (as a major allophone),,,272,1,,1
1142,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",271-3,Exists only in loanwords,,,272,3,,1
1143,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",271-4,Does not exist,,,272,4,,1
1146,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",272-3,Exists only in loanwords,,,273,3,,1
1154,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",274-3,Exists only in loanwords,,,275,3,,1
1158,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",275-3,Exists only in loanwords,,,276,3,,1
1162,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",276-3,Exists only in loanwords,,,277,3,,1
1164,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",277-1,Exists (as a major allophone),,,278,1,,1
1170,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",278-3,Exists only in loanwords,,,279,3,,1
1174,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",279-3,Exists only in loanwords,,,280,3,,1
1178,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",280-3,Exists only in loanwords,,,281,3,,1
1186,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",282-3,Exists only in loanwords,,,283,3,,1
1188,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",283-1,Exists (as a major allophone),,,284,1,,1
1189,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",283-2,Exists only as a minor allophone,,,284,2,,1
1191,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",283-4,Does not exist,,,284,4,,1
1192,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",284-1,Exists (as a major allophone),,,285,1,,1
1194,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",284-3,Exists only in loanwords,,,285,3,,1
1198,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",285-3,Exists only in loanwords,,,286,3,,1
1202,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",286-3,Exists only in loanwords,,,287,3,,1
1210,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",288-3,Exists only in loanwords,,,289,3,,1
1214,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",289-3,Exists only in loanwords,,,290,3,,1
1218,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",290-3,Exists only in loanwords,,,291,3,,1
1222,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",291-3,Exists only in loanwords,,,292,3,,1
1225,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",292-2,Exists only as a minor allophone,,,293,2,,1
1226,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",292-3,Exists only in loanwords,,,293,3,,1
1227,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",292-4,Does not exist,,,293,4,,1
1229,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",293-2,Exists only as a minor allophone,,,294,2,,1
1230,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",293-3,Exists only in loanwords,,,294,3,,1
1231,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",293-4,Does not exist,,,294,4,,1
1232,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",294-1,Exists (as a major allophone),,,295,1,,1
1234,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",294-3,Exists only in loanwords,,,295,3,,1
1235,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",294-4,Does not exist,,,295,4,,1
1237,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",295-2,Exists only as a minor allophone,,,296,2,,1
1238,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",295-3,Exists only in loanwords,,,296,3,,1
1239,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",295-4,Does not exist,,,296,4,,1
